Agency,nfi_plot,Long,Lat,slope,aspect,elevation,province,ecozone,land_base,land_cover,land_pos,density_cl,stand_stru,succ_stage,wetland_class,veg_type,site_age,site_height,lorey_height,Pct_ABIE,Pct_PICE,Pct_PINU,Pct_PSEU,Pct_THUJCHAM,Pct_TSUG,LoCBH_ABIE,LoCBH_PICE,LoCBH_PINU,LoCBH_PSEU,LoCBH_THUJCHAM,LoCBH_TSUG,Dom_ltp_gen,Dom_ltp_pct,Dom_decid_con,Sec_ltp_gen,Sec_ltp_pct,Sec_decid_con,ltp_con_pct,stree_mean_H,Dom_stp_gen,Dom_stp_pct,LoreyCBH,num_CBH_obs,SFL,CFL,TFL,CBD,stp_CBD,basal_area_standlive,basal_area_standlive_small,basal_area_standlive_total,basal_area_standdead,basal_area_falllive,stem_density_standlive,stem_density_standdead,stem_density_falllive,plotbio_stemwood_live,plotbio_stembark_live,plotbio_branches_live,plotbio_foliage_live,plotbio_stemwood_dead,plotbio_stembark_dead,plotbio_branches_dead,picemar_pct,Larilar_pct,all_stp_fuels_kg_m2,saplings_kg_m2,herbs_kg_m2,mosslichen_kg_m2,size1_2_kg_m2,SPHA,CLAD,FM,Dom_surf,avg_org_thick,TreedPeatland,avg_org_carb,avg_bulk_density_org,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19
NFI,1218891,-76.01,44.61,6,80,-1,ON,Mixedwood Plains,V,T,U,DE,COMP,TS,U,TB,,18.5,18.3,0,0,0,0,0,4.05956602696873,0,0,0,0,0,2.38368673579941,FRAX,0.224,DEC,CARY,0.208,DEC,0,2.47,TILI,0.351,6.492,19,,3.03806,3.28366,0.2573,0.1131,23.75,2.3604356403,26.1104356403,2.42,0,675,100,0,87.54,12.64,32.59,4.62,6.31,0.87,2.03,0,0,0.279,0.07715,0.008,0.007825,0.152625,0,0,0,other,9.65,0,384.01,0.02,6.3,10.2,0.25,102.53,25.9,-13.9,39.8,8.6,-6.4,18.9,-7.6,902,88,59,12,251,192,229,212
NFI,1224876,-124.14,56.75,52,85,1678,BC,Montane Cordillera,V,T,U,OP,SNGL,MS,U,TC,68,8.4,8.5,17.0528987179048,0,0,0,0,0,2.70408187938473,0,0,0,0,0,ABIE,1,CON,,0,,1,1.96,ABIE,1,2.704,42,,2.46674,2.55914,0.4256,0.4513,17.05,13.9711337694,31.0211337694,0,0,1050,0,0,22.59,4.68,19.39,12.54,0,0,0,0,0,0.8835,0,0.0164,0,0.076,0,0,0,other,1.6,0,488.93,0.07,-3,10.5,0.27,96.83,16.6,-22.2,38.8,9.1,-8.7,9.1,-15.6,525,77,21,35,200,82,200,118
NFI,1224886,-123.49,56.66,15,203,1485,BC,Montane Cordillera,V,T,U,OP,SNGL,MS,U,TC,165,13.9,14.3,1.4416179638701,38.2032785591164,0.777563816717559,0,0,0,7.78724070769943,6.31459022865949,0,0,0,0,PICE,0.961,CON,ABIE,0.039,CON,1,6.17,PICE,1,6.372,74,,4.24229,4.81519,0.5351,0.0778,36.9,9.1245987827,46.0245987827,3.52,0,1850,250,0,79.15,11.93,28.31,18.71,6.04,0.92,2.1,0,0,0.48,0,0.0334,0,0.5395,0,0,0.058,other,10.9,0,331.93,0.08,-1.3,10.5,0.26,99.2,18.4,-20.5,38.9,11,-7.1,11,-14.3,546,79,22,34,206,87,206,117
NFI,1224896,-122.84,56.66,45,18,1025,BC,Montane Cordillera,V,T,U,DE,SNGL,MS,U,TM,92,20.1,19.5,0,20.928092526016,6.58195076853598,0,0,0,0,2,0,0,0,0,POPU,0.483,DEC,PICE,0.394,CON,0.39,9.75,PICE,0.81,13.69,85,,4.22528,4.42308,0.7272,0.0458,49.38,10.9800234039,60.3600234039,6.01,0,2125,650,0,178.13,27.87,23.44,11.57,12.8,2.58,2.25,0,0,0.447,0,0,0,0.1978,0,0,0.283,other,12,0,431.4,0.06,-1.9,10.2,0.26,96.88,17.5,-20.3,37.8,10.2,-7.9,10.2,-14.4,566,88,25,38,225,94,225,110
NFI,1225141,-107.36,55.29,0,999,485,SK,Boreal Plains,V,T,W,SP,COMP,TS,U,TC,111,8,8.2,0,2.93467950744274,0,0,0,0,0,2.53370555726539,0,0,0,0,PICE,0.858,CON,LARI,0.142,DEC,0.86,3.31,PICE,0.995,2.727,16,,0.379465,0.624115,0.0693,0.7499,3.42,13.1946891451,16.6146891451,0,0,400,0,0,5.18,1.07,1.85,2.09,0,0,0,0.967,0.029,2.481,0.0626,0.003,0.1513,0.02775,0.44,0.041,0.025,1,40,1,,,-0.5,11.6,0.23,131.19,22.5,-26.6,49.1,15.2,-16,15.2,-18.4,457,84,15,56,215,53,215,57
NFI,1225181,-104.84,54.87,0,999,393,SK,Boreal Plains,V,T,U,DE,COMP,LS,U,TC,119,9.6,9.7,0,6.69385037186603,0,0,0,0,0,4.06259742822376,0,0,0,0,PICE,1,CON,,0,,1,4.34,PICE,1,4.063,26,,0.82272,2.87492,0.1459,0.4286,5.97,14.0743350881,20.0443350881,0.72,0,650,75,0,10.92,2.09,2.64,3.19,1.24,0.24,0.38,0.962,0,1.861,0.9249,0.0223,0.8276,0.2774,0.01,0.018,0.64,3,40,1,467,0.03,-0.8,11.7,0.23,134.1,22.9,-27.4,50.3,15.3,-16.5,15.3,-19.1,498,81,17,51,222,61,222,64
NFI,1225201,-103.76,54.68,2,322,350,SK,Boreal Plains,V,T,U,DE,SNGL,MS,U,TC,60,13,13.2,0,0,18.3230838976594,0,0,0,0,0,7.43364968100545,0,0,0,PINU,1,CON,,0,,1,10.1,PINU,1,7.434,58,,0.98238,2.18118,0.1704,0.0137,17.93,3.5814156251,21.5114156251,0.4,0,1450,50,0,46.66,5.24,4.29,3.64,0.66,0.12,0.1,0,0,0.138,0.2542,0.0107,0.7008,0.2331,0,0.033,0.105,other,3.15,0,211,0.27,-0.7,11.6,0.22,136.34,23.4,-27.5,50.9,15.7,-16.8,15.7,-19.3,486,78,17,51,215,60,215,62
NFI,1225241,-101.45,54.21,0,999,258,MB,Boreal Plains,V,T,U,OP,SNGL,LS,U,TM,56,12.5,12.4,0,9.41725777335485,0.352565235549115,0,0,0,0,5.16677119451562,0,0,0,0,PICE,0.743,CON,POPU,0.257,DEC,0.74,3.51,PICE,0.611,6.458,37,,2.173,3.673,0.3657,0.2321,10.13,8.2110236391,18.3410236391,2.88,0,740,60,0,22.59,4.73,4.89,4.12,4.63,1.4,9.9,0.683,0,0.814,0.4,0.15,0.46,0.49,0,0.005,0.305,other,7.975,0,450.67,0.07,-0.1,10.5,0.2,136.14,24,-26.2,50.2,16.5,-16.1,16.5,-18.6,458,72,16,51,201,55,201,57
NFI,1225456,-89.85,50.97,5,160,-1,ON,Boreal Shield West,V,T,U,OP,SNGL,LS,U,TC,90,15.8,14.1,0,25.6003083903429,2.08784357271352,0,0,0,0,1.22171777611778,8.5,0,0,0,PICE,0.929,CON,PINU,0.071,CON,1,3.3,PICE,1,1.741,9,,1.7283008333,2.4863091667,,0.0383,20.13,1.3502565225,21.4802565225,2.58,0,1200,150,0,56.79,7.87,7.82,6.9,6.71,0.92,0.86,1,0,0.1265,0.288625,0,0.44305,0.0263333333,0.11,0.024,0.851,3,25.8,0,423.28,0.06,-0.9,12.4,0.24,131.26,23.4,-27.5,50.9,15,-18.9,15,-18.9,741,103,27,41,288,101,288,101
NFI,1225591,-83.43,48.37,8,115,-1,ON,Boreal Shield East,V,T,U,DE,MULT,LS,U,TM,115,25.8,20.7,14.5728469373447,1.63154687473369,11.4577025669073,0,0,0,0.434655323643977,2.53444412352276,17.3,0,0,0,POPU,0.528,DEC,ABIE,0.317,CON,0.32,3.16,ABIE,0.666,5.16,12,,3.858605,3.954655,0.2483,0.0266,35.04,1.1758981302,36.2158981302,15.06,0,1150,350,0,128.66,23.42,16.8,7.25,56.89,6.05,5.08,0,0,0.084,0.0352,0.008725,0.00215,0.049975,0,0,0.05,other,8.3,0,455,0.09,1,12.8,0.26,117.19,23.7,-23.9,47.6,13.8,-7.5,15.1,-15.1,788,93,41,24,254,135,242,153
NFI,1225701,-78.8,46.03,1,999,350,ON,Boreal Shield East,V,T,W,DE,SNGL,LS,U,TC,82,19.5,17.7,11.2231237704546,24.7010274932529,7.44761662423264,0,1.45267244301992,2.1512252044997,3.92474616997055,1.90004794090788,6.82165756227195,0,5.7,0,PICE,0.513,CON,ABIE,0.21,CON,0.72,2.02,ABIE,0.393,3.194,15,,3.26941,3.58851,0.2254,0.0727,38.4,1.3309357277,39.7309357277,5.93,0,1525,350,0,121.63,18.06,15.21,10.85,14.08,2.18,2.71,0.574,0,0.147,0.11455,0.001275,0.1817,0.021575,0.45,0.001,0,1,31.6,0,469.23,0.03,3.5,11.4,0.26,108.13,24.4,-18.5,42.9,15.6,-4.6,16.6,-11.2,952,101,57,18,293,181,278,202
NFI,1225771,-76.13,44.43,30,5,-1,ON,Mixedwood Plains,V,T,U,DE,SNGL,LS,U,TB,93,15.8,14.9,0,0,0,0,0,0,0,0,0,0,0,0,ACER,0.463,DEC,TILI,0.238,DEC,0,5.29,OSTR,0.799,2.967,13,,2.1324775,2.2372525,0.1787,0.1388,20.58,7.4875148509,28.0675148509,0.26,0,900,25,0,73.22,10.65,21.81,4.67,0.84,0.13,0.19,0,0,0.7345,0.0295,0.022325,0.0052,0.04775,0,0,0,other,2.85,0,259.54,0.11,6.7,10.2,0.25,100.8,26,-13.3,39.3,9,-5.8,19.1,-6.9,896,89,59,13,253,193,221,213
NFI,1231781,-122.51,56.48,25,340,990,BC,Boreal Plains,V,T,U,OP,SNGL,MS,U,TC,156,21.5,22.9,0,14.9225061996893,37.8249326288538,0,0,0,0,9.53823896673276,15.550283943217,0,0,0,PINU,0.62,CON,PICE,0.268,CON,0.89,8.1,PINU,1,13.793,43,,3.38497,3.62467,0.3717,0.0054,55.76,1.9950684147,57.7550684147,3.27,0,1075,100,0,228.6,23.39,18.31,11.11,12.74,1.12,0.53,0,0,0.044,0,0.0401,0,0.1996,0,0,0.128,other,12.6,0,453.68,0.06,0.8,10.5,0.27,99.44,20.1,-18,38.1,13.1,-5.1,13.1,-12.4,550,85,24,40,220,88,220,101
NFI,1232266,-93.58,51.99,2,148,-1,ON,Boreal Shield West,V,T,U,OP,SNGL,MS,U,TM,46,13.4,12.9,0,9.78339076217665,0,0,0,0,0,1.45457923730036,0,0,0,0,PICE,0.751,CON,BETU,0.249,DEC,0.75,3.83,ALNU,0.383,1.38,9,,0.7262683333,1.0139516667,,0.123,8.34,7.5047936105,15.8447936105,0,0,500,0,0,22.06,3.32,4.01,3.31,0,0,0,0.78,0,0.4715,0.044075,0.0352333333,0.148125,0.06025,0.425,0,0.04,1,8.85,0,352.07,0.08,-0.6,11.1,0.21,133.44,23.2,-27.3,50.5,15.5,-16.5,15.5,-19,621,87,21,46,258,79,258,80
NFI,1232296,-91.99,51.54,10,0,-1,ON,Boreal Shield West,V,T,U,OP,SNGL,TS,U,TM,90,23.8,22.3,0,0.375518496874405,29.985205971545,0,0,0,0,2.41649862511457,0,0,0,0,PINU,0.807,CON,POPU,0.152,DEC,0.81,2.42,ALNU,0.501,5.129,9,,1.602825,1.921075,,0.0784,20.61,2.1854489295,22.7954489295,5.32,0,375,150,0,85.8,7.51,9.77,4.15,17.08,1.37,1.55,0.034,0,0.1895,0.101225,0.14365,0.01015,0.063225,0,0.001,0.06,other,11,0,426.73,0.06,-0.5,11,0.22,131.93,23.2,-26.6,49.8,15.5,-16.3,15.5,-18.6,688,97,24,43,278,90,278,91
NFI,1232301,-91.7,51.44,10,180,-1,ON,Boreal Shield West,V,N,W,OP,NA,ES,U,SL,193,19.9,18.5,0,31.5026933979993,0,0,0,0,0,0.2,0,0,0,0,PICE,1,CON,,0,,1,1.7,ALNU,1,6.987,10,,1.879835,2.273185,0.1633,0.0079,6.86,0.1767145868,7.0367145868,17.42,0,275,675,0,24.09,3.21,2.28,1.89,59.79,7.98,5.79,1,0,0.0135,0.039475,0.035975,0.2187,0.0992,0.083,0.001,0.02,other,35.2,,,,-0.6,11,0.22,132.19,23.1,-26.7,49.8,15.4,-16.4,15.4,-18.8,703,98,25,43,281,93,281,94
NFI,1232396,-87.14,49.74,0,999,-1,ON,Boreal Shield West,V,T,U,OP,SNGL,MS,U,TC,58,12.9,12.3,0.651821570757627,23.4198271042567,0.636172512351933,0,0,0,0,2,0,0,0,0,PICE,0.929,CON,BETU,0.045,DEC,0.93,3.41,PICE,0.721,0.746,8,,1.8395275,1.9948025,,0.362,23.91,14.2666005585,38.1766005585,0.65,0,2050,50,0,63.4,9.44,8.36,8.9,1.45,0.25,0.19,0.854,0,1.233,0.0381,0.01195,0.029275,0.07595,0.03,0.001,0.54,3,24.25,0,380.95,0.11,-0.2,12.1,0.24,121.88,22.6,-26.1,48.7,13.2,-9,14.4,-16.9,807,95,36,30,270,122,269,142
NFI,1232501,-82.33,47.67,14,98,-1,ON,Boreal Shield East,V,T,U,DE,SNGL,LS,U,TM,41,17.2,17.2,0.483981983239593,5.47587453502335,15.9966559978598,0,0,0,0,1.62635588308355,0,0,0,0,PINU,0.408,CON,POPU,0.321,DEC,0.41,2.52,PICE,0.491,3.891,22,,2.343055,2.523605,0.176,0.1414,32.46,3.196570525,35.656570525,1.84,0,1500,150,0,109.2,15.8,13.62,7.09,5.14,0.79,0.66,0.148,0,0.357,0.049875,0.013475,0.004925,0.112275,0,0.001,0.07,other,7.85,0,376.31,0.1,1.8,12.9,0.27,113.76,23.7,-22.7,46.4,14.3,-6.6,15.5,-13.7,789,89,45,22,251,146,244,150
NFI,1232511,-81.93,47.4,30,261,-1,ON,Boreal Shield East,V,T,U,OP,SNGL,LS,U,TM,106,19.9,18.4,0,4.33341473159134,12.8671388410322,0,0,0,0,0.1,0,0,0,0,POPU,0.548,DEC,PINU,0.24,CON,0.24,2.26,CORY,0.526,1.903,7,,1.531915,1.796065,,0.2531,6.2,6.5904330687,12.7904330687,10.41,0,225,225,0,20.3,3.69,3.56,1.54,31.93,3.45,6.44,0.18,0,0.5715,0.0314,0.168525,0.000525,0.0637,0,0.001,0.001,other,9.2,0,365.42,0.07,2,12.9,0.27,112.64,23.8,-22.4,46.2,14.4,-6.4,15.6,-13.3,817,92,47,21,256,155,249,156
NFI,1232626,-77.28,44.86,46,328,-1,ON,Boreal Shield East,V,T,U,DE,COMP,TS,U,TM,80,16.9,17,0.130317190261722,0,34.2374890728574,0,0,1.19337323937425,0,0,0,0,0,0,PINU,0.739,CON,BETU,0.164,DEC,0.74,3.02,PINU,0.463,1.936,12,,2.854005,2.984055,0.1895,0.0942,30.63,3.4956501456,34.1256501456,4.65,0,1250,175,0,91.34,14.96,15.92,8.33,12.92,2.15,2.49,0,0,0.284,0.0406,0.002875,0.00825,0.078325,0,0.006,0.001,other,6.85,0,404.84,0.09,5.2,10.4,0.25,103.3,25.3,-15.3,40.6,7.5,-7.5,18,-8.7,887,84,60,10,244,190,226,205
NFI,1238891,-108.02,55.1,1,999,466,SK,Boreal Plains,V,T,W,DE,COMP,MS,U,TC,86,11.3,11.4,0,7.46049715411236,0.62490204870718,0,0,0,0,0,0,0,0,0,PICE,0.973,CON,PINU,0.027,CON,1,4.18,PICE,0.828,2.487,22,,0.7123225,0.8405475,0.0799,0.7194,6.46,24.0645997265,30.5245997265,1.62,0,550,125,0,13.49,2.32,3.01,3.17,2.22,0.41,0.75,0.854,0,3.0065,0.069725,7.5E-05,0.0502,0.008225,0.03,0.005,0.326,other,21.15,0,368.45,0.07,0.1,11.7,0.23,130.08,23,-26,49,15.6,-15.3,15.6,-17.7,443,82,14,59,212,50,212,54
NFI,1238901,-107.5,54.93,0,999,504,SK,Boreal Plains,V,T,U,DE,MULT,LS,U,TC,99,13.2,12.6,0,18.5272874201427,14.8417476335379,0,0,0,0,2,0,0,0,0,PICE,0.607,CON,PINU,0.393,CON,1,4.63,PICE,1,6.767,83,,2.365865,2.544515,0.4056,0.0861,28.18,2.3876104167,30.5676104167,5.19,0,2100,450,0,67.47,9.64,10.18,10.15,9.16,1.53,1.89,0.587,0,0.398,0.003725,0,0.1472,0.027725,0,0.013,0.63,3,3.85,0,426,0.08,-0.3,11.8,0.24,129.97,22.8,-26.2,49,15.3,-15.7,15.3,-18,456,83,15,56,216,55,216,58
NFI,1238911,-106.87,54.85,0,999,462,SK,Boreal Plains,V,T,W,SP,COMP,LS,U,TC,193,5.9,5.8,0,0.001963495408494,0,0,0,0,0,2.36064804125298,0,0,0,0,LARI,0.997,DEC,PICE,0.003,CON,0,3.15,LARI,0.675,3.38,3,,0.058955,0.178505,,0.0347,0.74,1.932079482,2.672079482,0.2,0,75,25,0,0.8,0.15,0.51,0.14,0.27,0,0,0.165,0.74,0.1095,0.04805,0.011325,0.054375,0.0058,0.63,0.012,0.1,1,40,1,439.05,0.01,-0.2,11.9,0.24,130.85,23,-26.3,49.3,15.4,-15.7,15.4,-18,459,82,15,55,215,55,215,59
NFI,1238921,-106.24,54.77,0,999,491,SK,Boreal Plains,V,T,W,OP,SNGL,ES,U,TC,,,,0,0,1.0855184365857,0,0,0,0,2.41649862511457,0,0,0,0,,0,,,0,,,2.12,PICE,0.8,,0,,0.1077875,0.2756625,,0.4257,0,2.8274333882,2.8274333882,1.4,0,0,125,0,0,0,0,0,1.79,0.37,0.54,0.085,0,0.9005,0.1276,0.024075,0.007225,0.008975,0.03,0.001,0,other,22.4,0,351.1,0.16,-0.5,11.9,0.24,131.26,22.8,-26.6,49.4,15.2,-16,15.2,-18.4,477,82,16,54,219,59,219,62
NFI,1238931,-105.62,54.69,5,62,490,SK,Boreal Plains,V,T,U,OP,MULT,ES,U,TB,64,16.1,14.9,0,2.75221187913142,0,0,0,0,0,3.61581305424167,0,0,0,0,POPU,0.699,DEC,PICE,0.251,CON,0.25,2.71,SALI,0.5,7.401,20,,2.5662125,2.6833375,0.3422,0.0404,10.97,0.7853981634,11.7553981634,15.56,0,500,750,0,28.35,7.11,7.04,2.51,29.52,5.39,10.57,0.234,0,0.1095,0.022725,0.012675,0.0099,0.071825,0.2,0.005,0.01,other,26.35,0,233.6,0.15,-0.8,11.8,0.23,131.84,22.7,-27,49.7,15,-16.3,15,-18.7,496,82,17,51,223,63,223,66
NFI,1238941,-105.15,54.6,2,7,510,SK,Boreal Plains,V,T,U,OP,MULT,TS,U,TM,64,20.9,20.8,0,0,5.95602770221638,0,0,0,0,0,11.6595654005054,0,0,0,POPU,0.893,DEC,PINU,0.107,CON,0.11,2.54,BETU,0.478,12.976,51,,2.75198,3.97678,0.3517,0.0463,36.44,1.4451326207,37.8851326207,2.74,0,1275,300,0,135.02,32.01,11.48,2.24,5.64,0.77,1.54,0,0,0.1175,0.1996,0.1255,0.1178,0.7819,0,0.005,0.07,other,8.5,0,139.9,0.3,-0.9,11.8,0.23,132.96,22.8,-27.3,50.1,15.1,-16.5,15.1,-19,499,81,17,51,222,63,222,65
NFI,1238951,-104.54,54.42,0,999,541,SK,Boreal Plains,V,T,U,OP,COMP,ES,U,TC,68,7.2,7.1,0,0.347145988221672,0.1661902513749,0,0,0,0,2.14361990950226,0,0,0,0,PICE,1,CON,,0,,1,1.84,PICE,0.348,2.144,2,,0.06457,0.20027,,0.1472,0.35,2.8902652413,3.2402652413,0.17,0,50,25,0,0.46,0.11,0.19,0.25,0.14,0.05,0.06,0.107,0,0.271,0.1034,0.0006,0.02645,0.00525,0.85,0.003,0.005,1,30.3,0,460.3,0.04,-1.3,11.5,0.23,132.57,22.2,-27.5,49.7,14.6,-17,14.6,-19.4,510,82,18,50,226,66,226,66
NFI,1239011,-100.97,53.77,0,999,210,MB,Boreal Plains,V,T,U,DE,SNGL,LS,U,TB,68,20.7,20.7,0,0,0,0,0,0,0,0,0,0,0,0,POPU,0.947,DEC,SALI,0.046,DEC,0,3.13,POPU,1,6.712,20,,1.605,2.215,0.1147,0.0062,21.71,0.4038517356,22.1138517356,2.02,0,420,100,0,57.99,13.14,10.88,1.93,3.52,0.85,0.65,0,0,0.0195,0.15,0.03,0,0.43,0,0,0,other,6,0,475.25,0.09,0,11,0.21,134.73,24.2,-26.2,50.4,16.5,-15.9,16.5,-18.3,458,70,15,50,198,54,198,54
NFI,1239136,-94.16,51.98,20,25,-1,ON,Boreal Shield West,V,T,U,DE,SNGL,TS,U,TM,120,25.5,23.1,6.33337224982068,0,0,0,0,0,0.628494623655914,0,0,0,0,0,POPU,0.966,DEC,ABIE,0.034,CON,0.03,2.71,ABIE,0.867,3.56,6,,3.8040291667,4.0043208333,,0.0701,31.65,2.982785145,34.632785145,14.15,0,525,400,0,127.27,25.99,19.53,3.09,31.87,6.51,5.48,0,0,0.19,0.051,0.0032,0.0120666667,0.134025,0,0,0.07,other,7.95,0,376.84,0.07,-0.2,11.2,0.21,134.43,23.7,-27.3,51,15.9,-16.2,15.9,-18.8,591,84,19,47,248,74,248,74
NFI,1239226,-89.68,50.52,14,93,-1,ON,Boreal Shield West,V,T,W,OP,MULT,LS,U,TC,88,12,11.9,0,19.5573174764844,12.2211684865919,0,0,0,0,1.19961981782768,3.660196750777,0,0,0,PICE,0.663,CON,PINU,0.337,CON,1,4.63,PICE,1,2.028,14,,1.9637875,2.3566625,0.1989,0.1825,19.2,10.2114327612,29.4114327612,9.98,0,1700,975,0,49.68,6.71,6.38,6.55,24.56,3.13,3.02,0.733,0,0.8455,0.01175,0.0004,0.257075,0.12365,0.02,0.012,0.81,3,15.9,0,,,-0.6,12.9,0.25,129.16,23.8,-27.4,51.2,15,-18.3,15,-18.3,739,100,29,39,283,102,283,102
NFI,1239241,-88.82,50.18,2,4,-1,ON,Boreal Shield West,V,T,W,OP,MULT,LS,U,TM,120,15,14.8,0,17.315084259801,0,0,0,0,0,1.67887112922581,0,0,0,0,PICE,0.658,CON,BETU,0.342,DEC,0.66,2.13,ALNU,0.499,1.104,7,,1.3927616667,1.7853783333,,0.1857,13.8,4.3240881284,18.1240881284,1.87,0,400,75,0,37.63,5.61,8.08,5.02,5.01,0.78,0.89,0.917,0,0.395,0.0534,0.0256333333,0.2551333333,0.05845,0.225,0.001,0,other,37.9,1,,,-0.3,13.5,0.26,125.66,24,-27.1,51.1,14.7,-15.8,14.7,-17.7,723,93,29,36,268,104,268,107
NFI,1239306,-85.77,49.02,7,184,-1,ON,Boreal Shield East,V,T,U,DE,SNGL,LS,U,TM,66,15.3,14.8,6.44344580242084,31.7371936546357,0,0,0,0,2.64566115702479,1.98897579873815,0,0,0,0,PICE,0.855,CON,ABIE,0.076,CON,0.93,3.66,ABIE,0.802,2.35,19,,2.1822725,2.4349975,0.1753,0.1426,21.83,7.8929373829,29.7229373829,3.64,0,750,325,0,56.45,8,12.1,9.17,7.39,1.28,1.07,0.23,0,0.5215,0.15945,0.02395,0.02175,0.047575,0.001,0.001,0.09,other,36.85,1,427.23,0.08,0.7,12.4,0.26,115.24,22.6,-24.2,46.8,13.5,-7.8,14.7,-14.9,804,95,46,24,254,148,249,149
NFI,1239331,-84.7,48.46,5,210,-1,ON,Boreal Shield East,V,T,U,OP,MULT,MS,U,TM,72,16.4,13.8,9.95878980701739,12.6807245869498,0,0,0,0,1.69389642670768,3.3533767161819,0,0,0,0,BETU,0.484,DEC,PICE,0.274,CON,0.27,2.17,ABIE,0.833,1.884,13,,1.8810575,2.0216325,0.1579,0.0291,15.07,0.8482300165,15.9182300165,15.44,0,950,600,0,41.92,6.83,6.55,4.17,24.8,3.87,3.94,0.41,0,0.063,0.0478,0.03015,0.02005,0.042575,0,0.001,0.08,other,11.75,0,472.44,0.07,0.7,12.7,0.27,113.72,22.9,-23.8,46.7,13.2,-7.6,14.5,-14.9,831,103,44,22,264,150,241,165
NFI,1239351,-83.82,48.09,5,40,-1,ON,Boreal Shield East,V,T,U,SP,MULT,ES,U,TC,74,10.5,9.9,0.316692174435936,4.10197752779219,0,0,0,0,0,0.2,0,0,0,0,PICE,0.649,CON,BETU,0.301,DEC,0.65,3.32,ABIE,0.511,0.857,6,,0.333,0.333,,0.2481,3.3,12.9295387251,16.2295387251,0.33,0,200,25,0,7.52,1.18,1.78,1.62,0.68,0.12,0.11,0.293,0,0.824,0,0,0,0,0.02,0.005,0.031,other,18.1,0,340.08,0.14,1,12.5,0.26,114.24,23.2,-23.3,46.5,13.6,-7.3,14.8,-14.6,844,100,45,23,267,146,251,171
NFI,1239416,-81,46.77,5,178,-1,ON,Boreal Shield East,V,T,U,DE,MULT,LS,U,TC,82,17,15.2,3.59893000413613,24.2722590009001,0.477836242611008,0,0,0,0.607923645506998,2.99942781330571,0,0,0,0,PICE,0.832,CON,ABIE,0.117,CON,0.95,2.6,ABIE,0.617,2.766,13,,2.061095,2.197045,0.1658,0.0515,24.06,2.1408383138,26.2008383138,0.97,0,1025,75,0,65.25,8.95,12.04,9.39,1.72,0.29,0.3,0.545,0,0.134,0.028925,0.015825,0.011625,0.079575,0,0,0.7,3,13.65,0,292.6,0.11,2.9,11.3,0.25,111.48,24.3,-20.1,44.4,15.3,-10.9,16.5,-12.2,858,101,50,19,263,167,246,170
NFI,1239481,-78.32,45.3,4,22,-1,ON,Boreal Shield East,V,T,W,DE,SNGL,LS,U,TM,83,18.9,18.2,6.57425386653468,9.2212812966331,0,0,0,10.2751481872339,2.16172803061364,3.27502533877301,0,0,0,0,BETU,0.493,DEC,TSUG,0.211,CON,0.21,3.19,ABIE,0.45,3.413,16,,3.074615,3.305765,0.2079,0.1339,25.29,6.1350592136,31.4250592136,5.12,0,675,200,0,94.72,13.33,29.74,5.33,9.18,1.51,2.14,0.001,0,0.427,0.03135,0.0143,0.109825,0.075675,0.06,0.001,0.001,other,24.7,0,437.64,0.05,3.6,11,0.26,104.86,23.8,-17.6,41.4,11.5,-4.2,16.3,-10.7,948,92,61,14,268,191,264,208
NFI,1245451,-128.36,56.12,70,189,1320,BC,Montane Cordillera,V,T,U,OP,SNGL,MS,U,TC,207,20.4,17.3,63.1887576321977,0,0,0,0,11.6628289322327,8.70128973397806,0,0,0,0,7.12936060459643,ABIE,0.768,CON,TSUG,0.232,CON,1,3.33,ABIE,0.79,8.336,43,,11.2173,11.4053,1.2514,0.048,50.25,1.9463737285,52.1963737285,24.6,0,1100,250,0,122.75,22.79,58.12,28.97,55.87,10.33,32.23,0,0,0.1595,0,0.0226,0,0.1654,0,0.001,0.003,other,5.9,0,447.45,0.1,-0.2,10.3,0.3,79.58,17.5,-16.3,33.8,5.7,-0.6,9.9,-10.5,620,70,21,30,193,86,170,173
NFI,1245481,-126.42,56.19,18,50,1190,BC,Montane Cordillera,V,T,U,OP,SNGL,MS,U,TC,356,18,18.2,60.6515288653423,0.1661902513749,0,0,0,0,7.47256760152539,2,0,0,0,0,ABIE,0.996,CON,PICE,0.004,CON,1,2.47,ABIE,1,7.453,50,,6.59325,6.90575,0.6135,0.0899,46.42,3.2905041454,49.7105041454,14.11,0.28,1250,425,25,125.1,21.33,35.37,21.92,30.92,5.39,9.96,0,0,0.222,0,0.0083,0,0.3042,0,0,0.185,other,6.1,0,448.73,0.06,-0.8,11.4,0.28,92.18,18.7,-21,39.7,10.5,-5.7,10.5,-13.1,493,57,17,27,156,74,156,135
