Agency,nfi_plot,Long,Lat,slope,aspect,elevation,province,ecozone,land_base,land_cover,land_pos,density_cl,stand_stru,succ_stage,wetland_class,veg_type,site_age,site_height,lorey_height,Pct_ABIE,Pct_PICE,Pct_PINU,Pct_PSEU,Pct_THUJCHAM,Pct_TSUG,LoCBH_ABIE,LoCBH_PICE,LoCBH_PINU,LoCBH_PSEU,LoCBH_THUJCHAM,LoCBH_TSUG,Dom_ltp_gen,Dom_ltp_pct,Dom_decid_con,Sec_ltp_gen,Sec_ltp_pct,Sec_decid_con,ltp_con_pct,stree_mean_H,Dom_stp_gen,Dom_stp_pct,LoreyCBH,num_CBH_obs,SFL,CFL,TFL,CBD,stp_CBD,basal_area_standlive,basal_area_standlive_small,basal_area_standlive_total,basal_area_standdead,basal_area_falllive,stem_density_standlive,stem_density_standdead,stem_density_falllive,plotbio_stemwood_live,plotbio_stembark_live,plotbio_branches_live,plotbio_foliage_live,plotbio_stemwood_dead,plotbio_stembark_dead,plotbio_branches_dead,picemar_pct,Larilar_pct,all_stp_fuels_kg_m2,saplings_kg_m2,herbs_kg_m2,mosslichen_kg_m2,size1_2_kg_m2,SPHA,CLAD,FM,Dom_surf,avg_org_thick,TreedPeatland,avg_org_carb,avg_bulk_density_org,BIO1,BIO2,BIO3,BIO4,BIO5,BIO6,BIO7,BIO8,BIO9,BIO10,BIO11,BIO12,BIO13,BIO14,BIO15,BIO16,BIO17,BIO18,BIO19
NFI,634156,-56.26,52.98,18,180,54,NL,Boreal Shield East,V,T,U,OP,SNGL,LS,U,TC,149,8.9,8.8,0,9.89880502228791,0,0,0,0,0,0.547498706639828,0,0,0,0,PICE,0.926,CON,LARI,0.074,DEC,0.93,2.19,PICE,0.703,0.507,5,,1.4383725,2.4620975,,0.0934,9.76,0.966039741,10.726039741,1.45,0,625,50,0,18.19,2.79,6.75,6.94,2.82,0.4,1.25,0.905,0.094,0.2045,0.46315,0.01285,0.47595,0.071775,0.2,0.15,0.2,other,11.95,0,490.2,0.06,-0.2,7.3,0.23,77.41,14.6,-16,30.6,-10.1,1.9,9.5,-10.3,1014,98,64,10,266,231,263,253
NFI,641001,-57.61,53.88,0,999,98,NL,Boreal Shield East,V,T,U,OP,SNGL,LS,U,TC,176,7.9,7.5,3.73203535787791,9.85389988229566,0,0,0,0,2.79625850340136,0.777894932678901,0,0,0,0,PICE,0.812,CON,LARI,0.104,DEC,0.81,2.69,PICE,0.973,1.293,17,,1.6920775,2.7678525,0.2726,0.7602,11.56,9.4758288414,21.0358288414,3.22,0,1125,200,0,18.62,2.99,7.24,9.13,3.55,0.66,0.94,0.873,0.057,2.045,0.50955,0.0014,0.495875,0.06895,0.1,0.022,0.6,3,14.75,0,504.16,0.06,-0.9,8.1,0.23,87.46,16.3,-18.5,34.8,9.9,2,9.9,-12.4,972,99,61,14,286,217,286,223
NFI,641016,-57.15,53.43,0,999,122,NL,Boreal Shield East,V,T,U,OP,SNGL,TS,U,TC,144,8.2,8.1,0,9.98025081183222,0,0,0,0,0,1.45457923730036,0,0,0,0,PICE,1,CON,,0,,1,3.42,PICE,0.927,1.455,24,,1.286085,2.756935,0.1935,0.4322,8.85,7.7086829737,16.5586829737,1.13,0,750,100,0,15.7,2.53,5.37,6.61,1.75,0.28,0.55,0.966,0,1.479,0.59025,0,0.835,0.0456,0.027,0.128,0.51,3,15.8,0,394.17,0.06,-0.6,8,0.23,84.5,16,-17.8,33.8,9.8,2.1,9.8,-11.8,1000,97,64,11,274,228,274,239
NFI,647866,-58.38,54.23,0,999,41,NL,Boreal Shield East,V,T,U,SP,SNGL,TS,U,TC,257,6.9,7,0,3.31903373365536,0,0,0,0,0,0.164755749601216,0,0,0,0,PICE,1,CON,,0,,1,2.73,PICE,1,0.165,1,,0.538555,2.209105,,0.5627,2.62,8.7571895219,11.3771895219,0.7,0,325,100,0,4.27,0.72,1.47,2.08,1.1,0.19,0.35,0.763,0,1.538,0.76665,0,0.7848,0.1191,0.2,0.035,0.4,3,17.2,0,510.2,0.07,-0.5,8.3,0.23,91.47,17.3,-18.6,35.9,10.8,-3.1,10.8,-12.4,894,101,54,21,292,191,292,193
NFI,647876,-58.07,53.96,0,999,159,NL,Taiga Shield East,V,T,U,OP,COMP,TS,U,TC,184,8.3,8,0,12.4980606090977,0,0,0,0,0,0.990632002990892,0,0,0,0,PICE,1,CON,,0,,1,2.06,PICE,0.935,0.991,12,,1.5916475,3.0431225,0.2271,0.6112,8.88,4.398229715,13.278229715,2.36,1.27,700,175,75,17.78,2.84,6.49,7.66,4.17,0.66,1.48,0.978,0,1.258,0.274,0.000125,1.05255,0.1248,0.03,0.093,0.36,3,12.55,0,502.01,0.07,-0.9,8.2,0.23,89.8,16.7,-18.9,35.6,10.2,2,10.2,-12.7,953,102,59,17,295,209,295,212
NFI,647886,-57.76,53.7,0,999,156,NL,Boreal Shield East,V,T,U,OP,SNGL,TS,U,TC,185,7.6,7.7,0.496391274221272,9.18745027074475,0,0,0,0,4,1.39237316439591,0,0,0,0,PICE,0.937,CON,ABIE,0.063,CON,1,2.82,PICE,1,1.556,19,,1.17919,2.30609,0.1919,1.1768,7.9,17.7185825662,25.6185825662,1.5,0.28,800,125,25,13.78,2.29,4.66,6.12,2.2,0.35,0.72,0.901,0,3.322,0.247775,0,0.67035,0.208775,0,0.06,0.5,3,15.4,0,502.88,0.09,-1.3,8.1,0.23,88.85,16,-19.1,35.1,9.6,1.6,9.6,-13,1016,102,65,14,299,227,299,231
NFI,647896,-57.45,53.34,6,330,48,NL,Boreal Shield East,V,T,U,OP,SNGL,TS,U,TC,198,9.4,9.8,0,16.0943595293864,0,0,0,0,0,3.85538016440732,0,0,0,0,PICE,1,CON,,0,,1,2.8,PICE,0.951,3.855,24,,1.6334525,3.0529775,0.2748,0.6027,11.59,9.3933620342,20.9833620342,4.5,0,875,175,0,24.05,3.71,6.08,6.86,8.99,1.27,1.89,0.916,0,1.6875,0.502425,0.0004,0.84605,0.07065,0.065,0.03,0.55,3,32.15,0,436.18,0.07,-0.5,8.1,0.23,86.41,16.3,-18.2,34.5,10.1,2.3,10.1,-12,1001,95,65,12,281,227,281,235
NFI,647926,-56.41,52.44,12,355,198,NL,Boreal Shield East,V,T,U,DE,MULT,TS,U,TC,216,10.9,10.4,9.63915238946871,15.3877171668237,0,0,0,0,2.16541143654114,2.40577407473628,0,0,0,0,PICE,0.711,CON,ABIE,0.289,CON,1,2.03,PICE,0.792,2.336,25,,2.470445,3.374895,0.3064,0.8044,19.32,6.5423667011,25.8623667011,5.71,0,1025,300,0,37.55,5.88,11.02,11.53,8.64,1.54,2.28,0.731,0,1.632,0.105975,0.001375,0.59,0.2071,0.1,0,0.8,3,12.25,0,466.61,0.07,-0.4,7.1,0.23,78.31,14.3,-16.3,30.6,-7.4,1.8,9.5,-10.6,1075,101,68,10,286,243,278,268
NFI,654746,-58.68,54.14,0,999,4,NL,Boreal Shield East,V,T,U,DE,SNGL,LS,U,TC,144,8,8.1,1.77325233836467,14.3291771571507,0,0,0,0,0,0,0,0,0,0,PICE,0.943,CON,ABIE,0.057,CON,1,3.84,PICE,0.98,1.248,21,,1.890585,3.401435,0.2759,0.4571,14.76,12.3111162113,27.0711162113,1.34,0,1425,125,0,26.35,4.3,8.07,10.24,1.56,0.29,0.68,0.911,0,1.7575,0.26565,0.007975,0.93365,0.303575,0.035,0.017,0.43,3,16.8,0,435.7,0.07,-0.8,8.4,0.22,93.37,17.3,-19.4,36.7,10.6,2.3,10.6,-13.1,919,102,56,20,298,198,273,199
NFI,654781,-57.45,53.16,18,130,250,NL,Boreal Shield East,V,T,U,DE,SNGL,LS,U,TC,162,13.6,13.6,2.2672285132335,32.1409668504383,0,0,0,0,2,3.45777292952117,0,0,0,0,PICE,0.993,CON,ABIE,0.007,CON,1,2.05,PICE,0.935,3.447,18,,3.118615,4.184765,0.3072,0.0756,24.36,1.0956304379,25.4556304379,10.04,0,925,400,0,61.33,8.56,13.04,11.34,19.43,3.03,4.95,0.864,0,0.155,0.0908,0.014475,0.498025,0.46285,0.45,0.02,0.35,1,14,0,483.91,0.06,-1.4,7.9,0.23,86.68,15.3,-18.9,34.2,9.3,1.4,9.3,-12.9,1081,102,71,11,301,245,301,253
NFI,654801,-56.85,52.53,0,999,209,NL,Boreal Shield East,V,T,U,SP,SNGL,ES,U,TC,,,,0,1.00291418475037,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,3.13,PICE,1,,0,,0.1787925,1.0767175,,0.0994,0,2.7528205627,2.7528205627,1,0,0,100,0,0,0,0,0,1.72,0.28,0.61,0.27,0,0.3105,0.321975,0.02105,0.485975,0.068925,0.3,0.05,0.15,other,26,0,506.86,0.07,-0.6,7.4,0.23,81.5,14.7,-17.2,31.9,9.6,1.8,9.6,-11.3,1087,101,70,10,289,244,289,266
NFI,654811,-56.56,52.26,0,999,266,NL,Boreal Shield East,V,T,U,OP,MULT,LS,U,TC,139,6.6,6.4,1.81289531066216,3.94591891272512,0,0,0,0,0.567377883678111,0.851748775427526,0,0,0,0,PICE,0.638,CON,ABIE,0.362,CON,1,2.15,PICE,1,0.749,7,,0.90409,2.02999,,1.1902,5.01,10.1944681609,15.2044681609,0.75,0,450,50,0,6.68,1.21,3.5,4.83,1.07,0.17,0.56,0.815,0,2.5555,0.356525,0.0049,0.703175,0.0613,0,0.045,0.75,3,13.85,0,456.23,0.14,-0.6,7.1,0.22,79.82,14.2,-16.7,30.9,-7.8,1.6,9.4,-11.1,1118,103,72,10,299,252,290,279
NFI,654821,-56.13,51.9,18,235,112,NL,Boreal Shield East,V,T,U,DE,MULT,TS,U,TC,194,11.5,11.3,22.1157323587975,2.24853603694464,0,0,0,0,3.69480142447937,4.90076320546294,0,0,0,0,ABIE,0.896,CON,PICE,0.104,CON,1,2.56,ABIE,1,3.821,31,,2.3895875,3.3154625,0.3195,0.1859,21.52,3.3968470567,24.9168470567,2.84,0,1125,150,0,38.04,7.25,10.65,12.11,3.9,0.77,1.14,0,0,0.4755,0.304025,0.005225,0.501675,0.11495,0.65,0.05,0.3,1,17.65,0,462.88,0.06,-0.1,7,0.23,78.02,14.7,-15.7,30.4,-7,2,9.8,-10.2,1128,104,72,10,309,253,288,288
NFI,668596,-56.14,51.27,0,999,23,NL,Boreal Shield East,V,T,U,OP,SNGL,TS,U,TC,131,8.4,8.6,9.33897321141821,12.02283581538,0,0,0,0,1.85619023931907,1.84352163123146,0,0,0,0,PICE,0.622,CON,ABIE,0.378,CON,1,3.21,PICE,0.534,1.848,19,,2.357285,3.215135,0.3491,0.2449,16.93,5.7569685377,22.6869685377,4.08,0.36,1250,250,25,28.81,4.99,10.14,12.15,5.88,1.1,1.9,0.597,0,0.785,0.234475,0.023,0.306775,0.2936,0,0,0.8,3,39.55,1,521.94,0.05,1.6,8.1,0.24,82.14,18,-14.8,32.8,-5.8,-1,12,-9,1087,105,68,13,307,227,281,282
NFI,668691,-53.43,48.37,15,209,51,NL,Boreal Shield East,V,T,U,DE,MULT,ES,U,TC,96,7.1,7.1,2.2858620846601,5.4274547382499,0,0,0,0,4.72702457057658,4.75151328784667,0,0,0,0,PICE,0.738,CON,ABIE,0.262,CON,1,3.48,PICE,0.952,4.745,36,,0.882415,1.056565,0.3747,0.8721,7.35,22.3249427946,29.6749427946,0.36,0,900,25,0,11.33,1.95,3.77,5.5,0.37,0.08,0.21,0.896,0,3.031,0.0686,0.004375,0.05275,0.048425,0.1,0.02,0.72,3,21.2,0,509.01,0.02,4.4,7.4,0.26,70.49,19.5,-8.9,28.4,-1.4,10.1,13.8,-4.3,1169,114,73,14,335,237,270,320
NFI,675546,-54.26,49.08,0,999,120,NL,Boreal Shield East,V,T,U,SP,SNGL,LS,U,TC,96,7.1,7.1,0,1.39846033479141,0,0,0,0,0,0.505783511301426,0,0,0,0,PICE,0.818,CON,LARI,0.182,DEC,0.82,2.89,PICE,1,1.361,2,,0.216935,0.426285,,0.3217,1.33,6.8486719848,8.1786719848,0.31,0,125,25,0,2.12,0.34,0.9,1.08,0.42,0.07,0.19,0.555,0.03,0.9305,0.108175,0.01235,0.0432,0.045625,0.15,0.1,0.1,other,25.35,0,467.23,0.04,4.4,8.6,0.26,77.05,21.3,-10.6,31.9,-2.3,11.2,14.3,-5.1,1056,103,70,12,294,218,257,289
NFI,682421,-54.67,49.09,0,999,39,NL,Boreal Shield East,V,T,U,DE,SNGL,MS,U,TC,167,11.8,11.7,0,46.5093550108966,0,0,0,0,0,6.45012880901557,0,0,0,0,PICE,0.93,CON,LARI,0.07,DEC,0.93,4.1,PICE,1,6.598,84,,4.60877,5.26647,0.9034,0.0421,45.8,1.8849555922,47.6849555922,3.91,0,2525,225,0,109.1,15.7,23.7,22.65,8.29,1.22,1.86,0.905,0.067,0.1725,0.0505,0.046875,0.470875,0.08945,0.233,0.005,0.26,other,40,1,508.95,0.06,4.5,9.2,0.27,79.79,22.3,-11.2,33.5,-2.6,11.8,14.8,-5.4,1077,102,73,11,296,227,252,291
NFI,689141,-60.12,53.75,8,250,58,NL,Boreal Shield East,V,T,U,OP,SNGL,OG,U,TC,226,8.1,8,1.3993831776334,6.83206081366989,0,0,0,0,0,0.722934564497447,0,0,0,0,PICE,0.811,CON,ABIE,0.189,CON,1,3.42,PICE,1,0.587,5,,0.9901375,2.3515125,,0.6111,7.42,16.0771004047,23.4971004047,0.81,0,800,100,0,12.79,2.17,3.77,5.09,1.13,0.19,0.29,0.753,0,2.0895,0.317675,0,0.8791,0.1646,0,0.103,0.2,other,17.3,0,500.81,0.05,-0.6,9.6,0.23,104.42,19.7,-21.3,41,11.9,-9,12.4,-14.5,922,104,60,18,291,194,287,202
NFI,689251,-56.44,50.55,5,300,275,NL,Boreal Shield East,V,T,U,OP,SNGL,LS,U,TC,126,6.6,6.6,7.81349435865134,5.40357863408261,0,0,0,0,0,0.547498706639828,0,0,0,0,ABIE,0.576,CON,PICE,0.354,CON,0.93,2.89,PICE,0.596,0.755,9,,2.0981025,2.6991275,,0.8963,12.74,13.5088484104,26.2488484104,1.57,0,975,150,0,15.81,3,9.38,12.47,1.83,0.35,1.37,0.469,0,2.59,0.224025,0.010525,0.21915,0.147325,0,0.015,0.65,3,10,0,468.78,0.06,1.3,8.4,0.24,84.93,18.7,-15.4,34.1,-1.6,-1.4,12.1,-9.5,1132,109,70,14,323,229,297,291
NFI,689336,-53.94,47.91,8,357,87,NL,Boreal Shield East,V,T,U,SP,MULT,ES,U,TC,79,5.1,5.3,0,0.886164747761341,0,0,0,0,0,1.69695116547018,0,0,0,0,PICE,1,CON,,0,,1,2.36,PICE,0.983,1.697,4,,0.2121975,0.6941725,,1.5339,0.89,14.7576314902,15.6476314902,0,0,100,0,0,1.09,0.19,0.79,1.15,0,0,0,0.981,0,3.624,0.432925,0.00435,0.0386,0.0061,0.217,0.125,0.2,other,32.9,0,496.14,0.02,4.7,7.2,0.26,68.49,19,-8.5,27.5,-1,10.2,13.8,-3.8,1241,124,83,12,349,274,291,330
NFI,696021,-60.28,53.67,0,999,118,NL,Boreal Shield East,V,T,U,OP,SNGL,TS,U,TC,207,8.8,9,0.184745282985165,8.11756125761067,0,0,0,0,0,1.80949682880928,0,0,0,0,PICE,0.969,CON,ABIE,0.031,CON,1,3.03,PICE,1,1.754,9,,0.912565,2.428215,,0.3758,6.05,6.6169795266,12.6669795266,2.25,0,600,200,0,12,1.91,2.83,3.63,4.64,0.72,0.89,0.903,0,1.14,0.586825,0,0.811425,0.1174,0.2,0.137,0.2,other,27.55,0,460.18,0.05,-1,9.7,0.23,106.3,19.7,-22,41.7,11.7,-9.5,12.3,-15.2,952,108,62,18,299,199,296,209
NFI,696121,-57,50.73,5,144,217,NL,Boreal Shield East,V,T,U,OP,SNGL,TS,U,TC,115,11,11.2,28.2898258610812,2.88971546258823,0,0,0,0,3.71307738758202,4.67113548913846,0,0,0,0,ABIE,0.764,CON,PICE,0.236,CON,1,4.03,ABIE,1,3.939,11,,3.0551125,3.5912375,0.4208,0.0923,9.58,4.4689155497,14.0489155497,17.03,4.57,400,625,150,25.14,4.78,8.41,8.44,29.02,5.84,9.14,0.161,0,0.3715,0.3332,0.019525,0.15305,0.03035,0.25,0,0.4,3,17.1,0,500.23,0.1,0.8,7.4,0.22,83.75,16.8,-15.6,32.4,-1.9,-1.8,11.4,-9.8,1190,113,72,13,332,242,317,304
NFI,696201,-54.57,48.28,2,340,170,NL,Boreal Shield East,V,T,U,OP,SNGL,OG,U,TC,202,7.1,7.2,0.765311605368558,4.39740504695414,0,0,0,0,0,2.26161518596092,0,0,0,0,PICE,1,CON,,0,,1,4.18,PICE,1,2.262,14,,0.579525,0.864775,0.1174,0.3665,3.86,10.3554747844,14.2154747844,1.3,0,475,100,0,6.43,1.08,2.12,2.98,1.97,0.35,0.58,0.927,0,1.532,0.200975,0.0041,0.067175,0.013,0.075,0.015,0.75,3,30.85,0,518.99,0.04,4.2,8.2,0.27,73.98,19.9,-10.2,30.1,-2.2,10.7,13.8,-4.9,1253,121,83,11,351,269,294,336
NFI,702906,-60.44,53.4,15,0,9,NL,Boreal Shield East,V,T,U,DE,SNGL,LS,U,TC,107,15.9,17.2,8.52253218561247,27.6671818320937,0,0,0,0,8.5318347489074,8.85181596436204,0,0,0,0,PICE,0.744,CON,ABIE,0.25,CON,0.99,2.22,ALNU,0.52,8.743,41,,2.9897625,4.2423875,0.3535,0.0861,33.38,2.59574093,35.97574093,1.87,1.33,1400,75,50,104.96,16.23,14.72,11.84,3.88,0.58,0.75,0.706,0,0.1915,0.0435,0,0.87,0.339125,0.017,0.02,0.6,3,24.05,0,386.43,0.09,-0.3,10.3,0.23,108.37,21.1,-21.9,43,13.3,-8.8,13.3,-14.8,939,108,59,19,298,191,298,203
NFI,716766,-57.56,50.28,0,999,58,NL,Boreal Shield East,V,T,U,OP,COMP,LS,U,TC,138,8.9,8.4,10.8315046112305,5.87729153633579,0,0,0,0,1.68645662087893,1.53177764830594,0,0,0,0,ABIE,0.541,CON,PICE,0.459,CON,1,2.72,PICE,0.581,1.615,15,,1.78043,2.46973,0.2624,0.4472,10.56,6.9861166634,17.5461166634,7.31,0,800,425,0,16.28,2.81,5.96,7.57,10.71,1.67,3.49,0.452,0,1.2145,0.372325,0.0218,0.222825,0.07235,0,0.003,0.8,3,40,1,421.91,0.15,3,7.4,0.23,80.16,18,-13.2,31.2,10.1,0.3,13.2,-7.3,1053,109,57,17,300,201,292,248
NFI,716806,-56.31,49.11,8,320,304,NL,Boreal Shield East,V,T,U,OP,SNGL,ES,U,TC,36,5.6,5.6,0,1.32936493136652,0,0,0,0,0,1.5,0,0,0,0,PICE,1,CON,,0,,1,2.56,PICE,0.887,1.5,7,,0.2500025,0.6850275,,0.9635,1.33,13.1986161359,14.5286161359,0,0,175,0,0,1.79,0.31,0.96,1.43,0,0,0,0.898,0,2.471,0.05825,0.09535,0.254625,0.0268,0,0.01,0.22,other,9.85,0,448.98,0.12,3.3,10,0.27,84.07,22.1,-13.8,35.9,0.2,0.6,14.1,-7.3,1071,105,68,14,307,222,274,275
NFI,716841,-55.26,48.02,2,45,192,NL,Boreal Shield East,V,T,U,DE,SNGL,TS,U,TC,155,9.2,9.3,1.67395837555715,14.9681181980286,0,0,0,0,4,0.816905928849095,0,0,0,0,PICE,0.918,CON,LARI,0.045,DEC,0.92,4.2,PICE,1,0.898,8,,1.697835,2.536185,,0.4401,14.51,16.587609211,31.097609211,2.78,0,1350,250,0,29.27,4.6,7.06,8.46,4.41,0.76,1.09,0.812,0.021,1.8495,0.33215,0.013925,0.482325,0.00995,0.125,0.02,0.55,3,31.05,0,520.56,0.05,4.3,8.7,0.28,75.62,20.2,-10.6,30.8,1.7,10.9,14,-5.1,1413,138,95,12,406,303,330,389
NFI,723666,-57.14,49.56,0,999,172,NL,Boreal Shield East,V,T,U,OP,SNGL,ES,U,TC,55,6.5,6.5,0,1.52272995919497,0,0,0,0,0,3.15136931628521,0,0,0,0,PICE,1,CON,,0,,1,2.73,PICE,0.95,3.151,7,,0.300645,1.437095,,0.9298,1.35,13.3910386859,14.7410386859,0.17,0,175,25,0,2.08,0.36,0.8,1.15,0.26,0.04,0.1,0.955,0,2.5395,0.81255,0.0286,0.241425,0.053875,0.034,0,0.23,other,40,1,500.66,0.15,3.1,9,0.26,82.92,20.7,-13.6,34.3,0.3,0.4,13.7,-7.3,1060,108,60,17,311,203,277,253
NFI,723716,-55.66,48.12,0,999,179,NL,Boreal Shield East,V,T,U,SP,MULT,TS,U,TC,86,11.1,11.4,8.43515663993451,0,0,0,0,0,2.79625850340136,0.777894932678901,0,0,0,0,ABIE,1,CON,,0,,1,2.27,ALNU,1,4.477,5,,1.0027,1.4297,,0.1441,5.78,4.7870018059,10.5670018059,3.11,0,125,125,0,9.07,1.95,3.97,3.88,3.17,0.64,2.12,0,0,0.3275,0.0192,0.042775,0.017525,0.3475,0.01,0,0.1,other,6.65,0,261.12,0.07,4.2,9.2,0.28,77.74,20.8,-11.4,32.2,1.4,6.6,14.1,-5.7,1473,148,98,13,430,313,333,407
NFI,730571,-56.59,48.75,0,999,243,NL,Boreal Shield East,V,T,U,DE,SNGL,MS,U,TC,55,10.2,10.5,4.50736078982979,15.3342315518963,0,0,0,0,4.87638635987419,5.34151512357772,0,0,0,0,PICE,0.607,CON,ABIE,0.178,CON,0.78,4.13,PICE,0.536,5.198,65,,2.4004141667,2.5895558333,0.4527,0.1017,25.28,4.2332961007,29.5132961007,0.41,0,1750,50,0,55.03,9.25,13.76,11.9,0.86,0.16,0.25,0.596,0.009,0.42,0.0066666667,0.0183,0.130075,0.0341,0.05,0.005,0.7,3,8.65,0,404.5,0.09,3.4,10.2,0.28,82.32,21.9,-13.4,35.3,0.6,0.7,14,-6.9,1100,110,67,14,321,224,278,292
NFI,744171,-62.4,53.16,20,-1,399,NL,Boreal Shield East,V,T,U,OP,SNGL,TS,U,TC,146,10.4,10,3.71852650946747,14.0852913924617,0,0,0,0,0.580033894159372,1.81602877138281,0,0,0,0,PICE,0.911,CON,ABIE,0.089,CON,1,3.48,PICE,0.878,1.706,18,,1.777845,3.081295,0.2144,0.4446,12.64,10.127709317,22.767709317,5.17,0,1000,325,0,26.14,4.07,6.22,7.22,8.09,1.4,2.71,0.839,0,1.547,0.25885,0,0.94525,0.09935,0.1,0.17,0.73,3,21.5,0,449.13,0.07,-2.3,10.5,0.23,113.15,19.3,-24.9,44.2,11.1,-11.1,11.8,-17.5,915,105,54,20,293,180,289,188
NFI,744316,-57.55,49.02,3,270,301,NL,Boreal Shield East,V,T,U,DE,SNGL,MS,U,TC,69,10.7,10.9,20.5356486987204,20.6194310478008,0,0,0,0,4.77426659568219,5.66001196032144,0,0,0,0,PICE,0.517,CON,ABIE,0.483,CON,1,3.17,ABIE,0.964,5.232,77,,3.624315,4.142465,0.6395,0.2886,39.87,10.8070787283,50.6770787283,1.28,0,2775,125,0,82.54,13.53,17.14,19.55,2.22,0.4,0.44,0.414,0,0.916,0.028325,0.007725,0.397325,0.084775,0.05,0,0.75,3,11.45,0,533.36,0.08,3.5,8.6,0.25,81.88,21,-12.6,33.6,-3.5,0.7,14.1,-6.7,1158,123,65,19,358,217,284,285
NFI,771831,-58.5,48.74,32,90,257,NL,Boreal Shield East,V,T,U,SP,SNGL,TS,U,TM,127,11.2,10.2,9.29396989665553,3.24852461353636,0,0,0,0,0.591245061104475,2.69596907752378,0,0,0,0,ABIE,0.462,CON,BETU,0.305,DEC,0.46,4.5,ABIE,1,1.46,3,,3.2455925,3.8815175,,0.0131,13.89,1.0053096491,14.8953096491,6.28,1.86,375,150,25,29.78,5.85,17.11,10.73,13.47,2.33,7.28,0,0,0.059,0.117625,0.144375,0.066625,0.3073,0,0,0.05,other,12.35,0,264.53,0.19,3.2,7.2,0.23,80.48,18.9,-12.4,31.3,-3.6,0.2,13.4,-7,1304,137,73,18,399,250,317,320
NFI,777571,-133.31,68.15,0,999,186,NT,Taiga Plains,V,T,U,OP,SNGL,TS,U,TC,146,6.8,6.8,0,0.6355638287753,0,0,0,0,0,4.73459173900955,0,0,0,0,PICE,1,CON,,0,,1,2.61,PICE,1,4.735,3,,0.70317,7.41987,,0.0672,0.64,2.8392143607,3.4792143607,0,0,75,0,0,0.88,0.17,0.1,0.18,0,0,0,1,0,0.175,3.428,0.0686,2.9359,0.2842,0.009,0.064,0,other,13.75,0,412.78,0.07,-9.4,9.3,0.18,153.82,18.8,-32.5,51.3,8.9,-21.7,11.1,-27.4,251,41,12,42,97,37,95,44
NFI,777611,-129.48,68.24,0,999,218,NT,Taiga Plains,V,T,U,SP,SNGL,TS,U,TC,164,8.2,,0,0.788539756051038,0,0,0,0,0,0.2,0,0,0,0,PICE,1,CON,,0,,1,2,PICE,1,0.2,1,,0.14266,1.19926,,0.002,0,0.1413716694,0.1413716694,0.57,0,0,67,0,0,0,0,0,0.7,0.16,0.21,0,0,0.004,0.1315,0.0838,0.6633,0.178,0,0.032,0.007,other,14.65,0,339.73,0.18,-10,8.5,0.17,150.63,16.8,-33.1,49.9,8,-22.2,9.7,-28,185,34,7,55,85,22,82,27
NFI,784461,-132.37,67.95,7,244,225,NT,Taiga Plains,V,T,U,SP,COMP,ES,U,TC,117,5.9,5.9,0,2.42477938481103,0,0,0,0,0,1.5,0,0,0,0,PICE,1,CON,,0,,1,1.7,PICE,1,1.5,2,,0.35385,1.85235,,0.0056,0.33,0.3180862562,0.6480862562,2.1,0,50,100,0,0.38,0.09,0.11,0.07,3.58,0.57,1.3,0,0,0.0095,0.3949,0.0397,0.6736,0.3903,0,0.002,0.008,other,20.6,0,373.03,0.12,-9.7,9,0.17,151.4,17.9,-32.8,50.7,8.3,-21.8,10.3,-27.6,232,38,11,43,93,34,92,40
NFI,785506,-61.72,50.99,3,221,100,QC,Boreal Shield East,V,T,U,OP,COMP,OG,U,TC,100,11.6,13.1,20.2658251596852,7.08010918862489,0,0,0,0,0,0,0,0,0,0,ABIE,0.752,CON,PICE,0.248,CON,1,,,0,,0,,2.3885,2.3885,,,24.56,0,24.56,2.78,0,1350,100,0,53.73,9.71,10.66,11.14,6.92,1.23,1.33,0,0,0,0,0,0,0,0,0,0,other,,,,,-0.4,9.4,0.24,98.39,18.2,-20.6,38.8,2.2,-8.2,11.8,-13.7,1069,107,61,17,315,201,299,228
NFI,791331,-133.1,67.78,0,999,240,NT,Taiga Plains,V,T,U,OP,COMP,TS,U,TC,,,6.8,0,0.21237166338267,0,0,0,0,0,2,0,0,0,0,PICE,1,CON,,0,,1,3.56,PICE,1,2,1,,0.14373,1.42603,,0.0273,0.28,1.7534799396,2.0334799396,0,0,33,0,0,0.39,0.08,0.05,0.09,0,0,0,1,0,0.097,0.2306,0.0502,0.8671,0.1344,0,0.036,0,other,17.1,0,309.88,0.13,-9,9.5,0.18,154.24,19.2,-32.7,51.9,9.1,-20.9,11.5,-27.3,263,41,13,39,99,40,97,47
NFI,805121,-130.41,67.52,4,20,288,NT,Taiga Plains,V,T,U,SP,MULT,LS,U,TC,95,8.1,8.1,0,0.36316811075498,0,0,0,0,0,1.45457923730036,0,0,0,0,PICE,1,CON,,0,,1,2.44,PICE,1,2,1,,0.18532,1.84352,,0.0499,0.36,3.4675328914,3.8275328914,0,0,25,0,0,0.52,0.11,0.12,0.08,0,0,0,0,0,0.1215,1.075,0.0471,0.4191,0.117,0,0,0.049,other,20,0,345.75,0.19,-9.6,9.2,0.17,153.59,18.1,-33.6,51.7,10.5,-21.4,10.5,-28.1,225,38,9,50,96,30,96,37
